t,MV,MVP,MVI,MVD,SP,PV,DV,Man,MVMan
8.230000000000000000e+02,3.765593625968634939e+01,-1.795248970355816320e+00,4.020733460243263124e+01,-7.561493723904642028e-01,5.000000000000000000e+01,5.054699999999999704e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.240000000000000000e+02,3.724798411321103231e+01,-2.005296381878252987e+00,4.019717451537847808e+01,-9.438940202891957787e-01,5.000000000000000000e+01,5.061099999999999710e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.250000000000000000e+02,3.837246968292627969e+01,-1.476895862267142201e+00,4.018969163620602814e+01,-3.403260910126040262e-01,5.000000000000000000e+01,5.045000000000000284e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.260000000000000000e+02,4.012916997654590290e+01,-6.301422345673105552e-01,4.018649894109244514e+01,5.728132700207633210e-01,5.000000000000000000e+01,5.019200000000000017e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.270000000000000000e+02,3.900167028887230458e+01,-1.161824744983475322e+00,4.018061240947677959e+01,-1.711737562099613363e-02,5.000000000000000000e+01,5.035399999999999920e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.280000000000000000e+02,3.703122084380518686e+01,-2.113602078444513754e+00,4.016990357794998090e+01,-1.025080655700280952e+00,5.000000000000000000e+01,5.064399999999999835e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.290000000000000000e+02,3.772516937290642858e+01,-1.795248970355816320e+00,4.016080772260035303e+01,-6.403893793381119082e-01,5.000000000000000000e+01,5.054699999999999704e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.300000000000000000e+02,3.905358679127819244e+01,-1.161824744983475322e+00,4.015492119098468748e+01,6.049034527697838559e-02,5.000000000000000000e+01,5.035399999999999920e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.310000000000000000e+02,3.773693426938050521e+01,-1.795248970355816320e+00,4.014582533563505962e+01,-6.136420958987424124e-01,5.000000000000000000e+01,5.054699999999999704e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.320000000000000000e+02,4.146998045973005276e+01,3.281990805030424087e-03,4.014584196425544604e+01,1.320856504669578158e+00,5.000000000000000000e+01,4.999900000000000233e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.330000000000000000e+02,3.791210193607570744e+01,-1.690225264594609422e+00,4.013727822475808438e+01,-5.349510240877688450e-01,5.000000000000000000e+01,5.051500000000000057e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.340000000000000000e+02,3.792821229642509451e+01,-1.690225264594609422e+00,4.012871448526072271e+01,-5.102769242410218897e-01,5.000000000000000000e+01,5.051500000000000057e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.350000000000000000e+02,3.750945163635740442e+01,-1.900272676117046311e+00,4.011908651405883575e+01,-7.093622015843810136e-01,5.000000000000000000e+01,5.057900000000000063e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.360000000000000000e+02,4.037213772827416847e+01,-5.251185288060804535e-01,4.011642593479751895e+01,7.808303222827355228e-01,5.000000000000000000e+01,5.015999999999999659e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.370000000000000000e+02,3.880184261925122513e+01,-1.266848450744705312e+00,4.011000728732959431e+01,-4.131621733366785953e-02,5.000000000000000000e+01,5.038600000000000279e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.380000000000000000e+02,4.163692505843231828e+01,1.083056965662605176e-01,4.011055603180223983e+01,1.418063330063819460e+00,5.000000000000000000e+01,4.996699999999999875e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.390000000000000000e+02,3.785822860391338196e+01,-1.690225264594609422e+00,4.010199229230487816e+01,-5.535384237968841159e-01,5.000000000000000000e+01,5.051500000000000057e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.400000000000000000e+02,3.678408683435528559e+01,-2.218625784205743745e+00,4.009075134492581327e+01,-1.088038726364786601e+00,5.000000000000000000e+01,5.067600000000000193e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.410000000000000000e+02,3.922889308807205566e+01,-1.053519048417214776e+00,4.008541355778279325e+01,1.969985787064796323e-01,5.000000000000000000e+01,5.032099999999999795e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.420000000000000000e+02,3.746598297135473388e+01,-1.900272676117046311e+00,4.007578558658090628e+01,-7.095299391091225427e-01,5.000000000000000000e+01,5.057900000000000063e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.430000000000000000e+02,3.988816677126976629e+01,-7.384479311335711005e-01,4.007204414699467776e+01,5.545705554086601818e-01,5.000000000000000000e+01,5.022500000000000142e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.440000000000000000e+02,3.833400389273086262e+01,-1.476895862267142201e+00,4.006456126782222782e+01,-2.536615128242254436e-01,5.000000000000000000e+01,5.045000000000000284e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.450000000000000000e+02,4.161154927345189236e+01,1.083056965662605176e-01,4.006511001229487334e+01,1.438133564590760249e+00,5.000000000000000000e+01,4.996699999999999875e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.460000000000000000e+02,4.111203254345086577e+01,-1.017417149561763434e-01,4.006459452506299357e+01,1.149179733344050103e+00,5.000000000000000000e+01,5.003099999999999881e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.470000000000000000e+02,3.756154032938194121e+01,-1.795248970355816320e+00,4.005549866971336570e+01,-6.987093699756101728e-01,5.000000000000000000e+01,5.054699999999999704e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.480000000000000000e+02,3.692729526516617256e+01,-2.113602078444513754e+00,4.004478983818656701e+01,-1.003892494575880479e+00,5.000000000000000000e+01,5.064399999999999835e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.490000000000000000e+02,3.827764301519581380e+01,-1.476895862267142201e+00,4.003730695901411707e+01,-2.827680815511641743e-01,5.000000000000000000e+01,5.045000000000000284e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.500000000000000000e+02,4.112279795694828266e+01,-1.017417149561763434e-01,4.003679147178223729e+01,1.187748200122222375e+00,5.000000000000000000e+01,5.003099999999999881e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.510000000000000000e+02,3.866163626534666520e+01,-1.266848450744705312e+00,4.003037282431431265e+01,-1.018881082229470270e-01,5.000000000000000000e+01,5.038600000000000279e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.520000000000000000e+02,4.084891309750104682e+01,-2.067654207174064451e-01,4.002932522123016668e+01,1.026353296988281594e+00,5.000000000000000000e+01,5.006300000000000239e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.530000000000000000e+02,4.014314943443738315e+01,-5.251185288060804535e-01,4.002666464196884988e+01,6.416033212746167225e-01,5.000000000000000000e+01,5.015999999999999659e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.540000000000000000e+02,3.770503305640364999e+01,-1.690225264594609422e+00,4.001810090247148821e+01,-6.228425814732275745e-01,5.000000000000000000e+01,5.051500000000000057e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.550000000000000000e+02,3.620035492288324974e+01,-2.428673195728180634e+00,4.000579572338789802e+01,-1.376767604776465870e+00,5.000000000000000000e+01,5.074000000000000199e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.560000000000000000e+02,4.018225669298996650e+01,-5.251185288060804535e-01,4.000313514412658122e+01,7.042400776694699438e-01,5.000000000000000000e+01,5.015999999999999659e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.570000000000000000e+02,3.774125125500163591e+01,-1.690225264594609422e+00,3.999457140462921956e+01,-5.630948850329720035e-01,5.000000000000000000e+01,5.051500000000000057e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.580000000000000000e+02,3.929027920830142051e+01,-9.484953426560079892e-01,3.998976573333846574e+01,2.490088176189626523e-01,5.000000000000000000e+01,5.028900000000000148e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.590000000000000000e+02,3.796601231408103416e+01,-1.581919568028348877e+00,3.998175073831374959e+01,-4.338188562043718277e-01,5.000000000000000000e+01,5.048199999999999932e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.600000000000000000e+02,3.753749676650208755e+01,-1.795248970355816320e+00,3.997265488296412173e+01,-6.399091461062222930e-01,5.000000000000000000e+01,5.054699999999999704e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.610000000000000000e+02,3.843215908321130314e+01,-1.371872156505912210e+00,3.996570411964393088e+01,-1.616728799267093675e-01,5.000000000000000000e+01,5.041799999999999926e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.620000000000000000e+02,3.690104584097166196e+01,-2.113602078444513754e+00,3.995499528811713219e+01,-9.403473687009549220e-01,5.000000000000000000e+01,5.064399999999999835e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.630000000000000000e+02,3.693370962454643802e+01,-2.113602078444513754e+00,3.994428645659033350e+01,-8.969747535993780607e-01,5.000000000000000000e+01,5.064399999999999835e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.640000000000000000e+02,3.740488291683023903e+01,-1.900272676117046311e+00,3.993465848538844654e+01,-6.295028924411593119e-01,5.000000000000000000e+01,5.057900000000000063e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.650000000000000000e+02,3.785802311054404612e+01,-1.690225264594609422e+00,3.992609474589108487e+01,-3.778463707524317705e-01,5.000000000000000000e+01,5.051500000000000057e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.660000000000000000e+02,3.677577771455305822e+01,-2.218625784205743745e+00,3.991485379851201998e+01,-9.204502997532234554e-01,5.000000000000000000e+01,5.067600000000000193e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.670000000000000000e+02,3.855547760937026425e+01,-1.371872156505912210e+00,3.990790303519182913e+01,1.944673068434832341e-02,5.000000000000000000e+01,5.041799999999999926e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.680000000000000000e+02,3.723965395289083347e+01,-2.005296381878252987e+00,3.989774294813767597e+01,-6.527926133685902910e-01,5.000000000000000000e+01,5.061099999999999710e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.690000000000000000e+02,3.987555515822996455e+01,-7.384479311335711005e-01,3.989400150855144744e+01,7.200015808120887595e-01,5.000000000000000000e+01,5.022500000000000142e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.700000000000000000e+02,3.765638542884072848e+01,-1.795248970355816320e+00,3.988490565320181958e+01,-4.332712540052767736e-01,5.000000000000000000e+01,5.054699999999999704e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.710000000000000000e+02,3.897524972351626360e+01,-1.161824744983475322e+00,3.987901912158615403e+01,2.580553469135871691e-01,5.000000000000000000e+01,5.035399999999999920e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.720000000000000000e+02,3.874059416232091024e+01,-1.266848450744705312e+00,3.987260047411822939e+01,1.348421389473831722e-01,5.000000000000000000e+01,5.038600000000000279e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.730000000000000000e+02,3.654573713972385463e+01,-2.323649489966950643e+00,3.986082741088690540e+01,-9.914407811960969097e-01,5.000000000000000000e+01,5.070799999999999841e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.740000000000000000e+02,3.745393630604999657e+01,-1.900272676117046311e+00,3.985119943968501843e+01,-4.969904575179770467e-01,5.000000000000000000e+01,5.057900000000000063e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.750000000000000000e+02,3.659298856008624767e+01,-2.323649489966950643e+00,3.983942637645369444e+01,-9.227883264004915764e-01,5.000000000000000000e+01,5.070799999999999841e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.760000000000000000e+02,3.924650715837573500e+01,-1.053519048417214776e+00,3.983408858931067442e+01,4.659376174822772443e-01,5.000000000000000000e+01,5.032099999999999795e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.770000000000000000e+02,3.747119248797659452e+01,-1.900272676117046311e+00,3.982446061810878746e+01,-4.529954540151465148e-01,5.000000000000000000e+01,5.057900000000000063e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.780000000000000000e+02,3.944781093091197022e+01,-9.484953426560079892e-01,3.981965494681803364e+01,5.766513267499426831e-01,5.000000000000000000e+01,5.028900000000000148e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.790000000000000000e+02,3.854216479344682966e+01,-1.371872156505912210e+00,3.981270418349784279e+01,1.013327664549001361e-01,5.000000000000000000e+01,5.041799999999999926e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.800000000000000000e+02,3.765629717394203624e+01,-1.795248970355816320e+00,3.980360832814821492e+01,-3.520621838503656398e-01,5.000000000000000000e+01,5.054699999999999704e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.810000000000000000e+02,3.788030632282470833e+01,-1.690225264594609422e+00,3.979504458865085326e+01,-2.245130012315340595e-01,5.000000000000000000e+01,5.051500000000000057e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.820000000000000000e+02,3.700785504878997756e+01,-2.113602078444513754e+00,3.978433575712405457e+01,-6.628786298895608109e-01,5.000000000000000000e+01,5.064399999999999835e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.830000000000000000e+02,3.746823088323171902e+01,-1.900272676117046311e+00,3.977470778592216760e+01,-4.062042265733982749e-01,5.000000000000000000e+01,5.057900000000000063e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.840000000000000000e+02,3.922582465026313514e+01,-1.053519048417214776e+00,3.976936999877914758e+01,5.099736999012006722e-01,5.000000000000000000e+01,5.032099999999999795e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.850000000000000000e+02,4.159605020550709042e+01,1.083056965662605176e-01,3.976991874325179310e+01,1.717825765689038331e+00,5.000000000000000000e+01,4.996699999999999875e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.860000000000000000e+02,3.933514698238460738e+01,-9.484953426560079892e-01,3.976511307196103928e+01,5.185292530795793109e-01,5.000000000000000000e+01,5.028900000000000148e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.870000000000000000e+02,4.127177708547711177e+01,3.281990805030424087e-03,3.976512970058142571e+01,1.503365394090656393e+00,5.000000000000000000e+01,4.999900000000000233e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.880000000000000000e+02,3.748861403970511219e+01,-1.795248970355816320e+00,3.975603384523179784e+01,-4.721708351708704399e-01,5.000000000000000000e+01,5.054699999999999704e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.890000000000000000e+02,3.815867311297812847e+01,-1.476895862267142201e+00,3.974855096605934790e+01,-1.129819908140741735e-01,5.000000000000000000e+01,5.045000000000000284e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.900000000000000000e+02,3.880700084617514989e+01,-1.161824744983475322e+00,3.974266443444368235e+01,2.261611567149474922e-01,5.000000000000000000e+01,5.035399999999999920e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.910000000000000000e+02,4.076281236266579100e+01,-2.067654207174064451e-01,3.974161683135953638e+01,1.227960952023660512e+00,5.000000000000000000e+01,5.006300000000000239e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.920000000000000000e+02,4.244683512828629546e+01,6.367062161773947571e-01,3.974484278371388513e+01,2.065286128395014131e+00,5.000000000000000000e+01,4.980599999999999739e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.930000000000000000e+02,4.126369229484280510e+01,1.083056965662605176e-01,3.974539152818653065e+01,1.409995070090015234e+00,5.000000000000000000e+01,4.996699999999999875e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.940000000000000000e+02,3.857647743681592090e+01,-1.161824744983475322e+00,3.973950499657086510e+01,-1.202814771469107313e-03,5.000000000000000000e+01,5.035399999999999920e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.950000000000000000e+02,3.857064638387107181e+01,-1.161824744983475322e+00,3.973361846495519956e+01,-1.147336100652502711e-03,5.000000000000000000e+01,5.035399999999999920e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.960000000000000000e+02,3.987956578086052417e+01,-5.251185288060804535e-01,3.973095788569388276e+01,6.737264239727250859e-01,5.000000000000000000e+01,5.015999999999999659e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.970000000000000000e+02,3.788047778444150282e+01,-1.476895862267142201e+00,3.972347500652143282e+01,-3.661013598127870194e-01,5.000000000000000000e+01,5.045000000000000284e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.980000000000000000e+02,4.138007582030303411e+01,2.133294023274672768e-01,3.972455586684634454e+01,1.442190551129221010e+00,5.000000000000000000e+01,4.993500000000000227e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
8.990000000000000000e+02,3.760757571420865730e+01,-1.581919568028348877e+00,3.971654087182162840e+01,-5.270455895846231087e-01,5.000000000000000000e+01,5.048199999999999932e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
9.000000000000000000e+02,3.587538422828913554e+01,-2.428673195728180634e+00,3.970423569273803821e+01,-1.400178268720723151e+00,5.000000000000000000e+01,5.074000000000000199e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
9.010000000000000000e+02,3.745250332806310212e+01,-1.690225264594609422e+00,3.969567195324067654e+01,-5.529433605829680021e-01,5.000000000000000000e+01,5.051500000000000057e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
9.020000000000000000e+02,3.987530603219345693e+01,-5.251185288060804535e-01,3.969301137397935975e+01,7.074131870201789685e-01,5.000000000000000000e+01,5.015999999999999659e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
9.030000000000000000e+02,3.721728776191383758e+01,-1.795248970355816320e+00,3.968391551862973188e+01,-6.713787863600770844e-01,5.000000000000000000e+01,5.054699999999999704e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
9.040000000000000000e+02,3.658178210089830174e+01,-2.113602078444513754e+00,3.967320668710293319e+01,-9.778225077601188087e-01,5.000000000000000000e+01,5.064399999999999835e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
9.050000000000000000e+02,4.120425576529517997e+01,1.083056965662605176e-01,3.967375543157557871e+01,1.422194637153341379e+00,5.000000000000000000e+01,4.996699999999999875e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
9.060000000000000000e+02,4.048860772725971913e+01,-2.067654207174064451e-01,3.967270782849143274e+01,1.022665319485688729e+00,5.000000000000000000e+01,5.006300000000000239e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
9.070000000000000000e+02,3.846826115976561056e+01,-1.161824744983475322e+00,3.966682129687576719e+01,-3.673539212668219811e-02,5.000000000000000000e+01,5.035399999999999920e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
9.080000000000000000e+02,3.649871657678166770e+01,-2.113602078444513754e+00,3.965611246534896850e+01,-1.043793810122784826e+00,5.000000000000000000e+01,5.064399999999999835e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
9.090000000000000000e+02,3.588555230060619294e+01,-2.428673195728180634e+00,3.964380728626537831e+01,-1.329581789931006286e+00,5.000000000000000000e+01,5.074000000000000199e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
9.100000000000000000e+02,3.702568225454184869e+01,-1.900272676117046311e+00,3.963417931506349134e+01,-7.082243844045978953e-01,5.000000000000000000e+01,5.057900000000000063e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
9.110000000000000000e+02,3.857356285690453035e+01,-1.161824744983475322e+00,3.962829278344782580e+01,1.070948184401819825e-01,5.000000000000000000e+01,5.035399999999999920e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
9.120000000000000000e+02,3.856273668011710498e+01,-1.161824744983475322e+00,3.962240625183216025e+01,1.021551732684237157e-01,5.000000000000000000e+01,5.035399999999999920e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
9.130000000000000000e+02,3.724416240822798585e+01,-1.795248970355816320e+00,3.961331039648253238e+01,-5.738990178987314339e-01,5.000000000000000000e+01,5.054699999999999704e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
9.140000000000000000e+02,3.944375600293180639e+01,-7.384479311335711005e-01,3.960956895689630386e+01,5.726349771690752988e-01,5.000000000000000000e+01,5.022500000000000142e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
9.150000000000000000e+02,3.941360232752174397e+01,-7.384479311335711005e-01,3.960582751731007534e+01,5.462227413452379610e-01,5.000000000000000000e+01,5.022500000000000142e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
9.160000000000000000e+02,3.807669095953630034e+01,-1.371872156505912210e+00,3.959887675398988449e+01,-1.503136379476692763e-01,5.000000000000000000e+01,5.041799999999999926e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
9.170000000000000000e+02,3.785980679205458443e+01,-1.476895862267142201e+00,3.959139387481743455e+01,-2.546912204957076375e-01,5.000000000000000000e+01,5.045000000000000284e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
9.180000000000000000e+02,4.113739966704847006e+01,1.083056965662605176e-01,3.959194261929008007e+01,1.437151351192127668e+00,5.000000000000000000e+01,4.996699999999999875e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
9.190000000000000000e+02,3.735782279597177791e+01,-1.690225264594609422e+00,3.958337887979271841e+01,-5.353308192263341869e-01,5.000000000000000000e+01,5.051500000000000057e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
9.200000000000000000e+02,3.846506012979077838e+01,-1.161824744983475322e+00,3.957749234817705286e+01,4.939252659720405614e-02,5.000000000000000000e+01,5.035399999999999920e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
9.210000000000000000e+02,3.977164842437591119e+01,-5.251185288060804535e-01,3.957483176891573606e+01,7.219351842662553587e-01,5.000000000000000000e+01,5.015999999999999659e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
9.220000000000000000e+02,4.104366521275772328e+01,1.083056965662605176e-01,3.957538051338838159e+01,1.359979002803081816e+00,5.000000000000000000e+01,4.996699999999999875e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
9.230000000000000000e+02,4.033088681082886495e+01,-2.067654207174064451e-01,3.957433291030423561e+01,9.633193212420330109e-01,5.000000000000000000e+01,5.006300000000000239e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
9.240000000000000000e+02,3.634792508435813119e+01,-2.113602078444513754e+00,3.956362407877743692e+01,-1.102096915974792202e+00,5.000000000000000000e+01,5.064399999999999835e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
9.250000000000000000e+02,3.638804940973933810e+01,-2.113602078444513754e+00,3.955291524725063823e+01,-1.051263759066782599e+00,5.000000000000000000e+01,5.064399999999999835e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
9.260000000000000000e+02,3.708320560922099673e+01,-1.795248970355816320e+00,3.954381939190101036e+01,-6.653648123241999723e-01,5.000000000000000000e+01,5.054699999999999704e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
9.270000000000000000e+02,3.972752800417654839e+01,-5.251185288060804535e-01,3.954115881263969356e+01,7.114877203429342822e-01,5.000000000000000000e+01,5.015999999999999659e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
9.280000000000000000e+02,4.034942724469962627e+01,-2.067654207174064451e-01,3.954011120955554759e+01,1.016081455861482574e+00,5.000000000000000000e+01,5.006300000000000239e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
9.290000000000000000e+02,3.964413736039730907e+01,-5.251185288060804535e-01,3.953745063029423079e+01,6.318052589091627258e-01,5.000000000000000000e+01,5.015999999999999659e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
9.300000000000000000e+02,3.698960643285266769e+01,-1.795248970355816320e+00,3.952835477494460292e+01,-7.434993717361240151e-01,5.000000000000000000e+01,5.054699999999999704e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
9.310000000000000000e+02,3.898015620455692698e+01,-8.434716368947778875e-01,3.952408121950611530e+01,2.995466219455901191e-01,5.000000000000000000e+01,5.025699999999999790e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
9.320000000000000000e+02,3.568873798283826915e+01,-2.428673195728180634e+00,3.951177604042252511e+01,-1.394364861856074000e+00,5.000000000000000000e+01,5.074000000000000199e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
9.330000000000000000e+02,3.704872246914556655e+01,-1.795248970355816320e+00,3.950268018507289725e+01,-6.587087455715130435e-01,5.000000000000000000e+01,5.054699999999999704e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
9.340000000000000000e+02,3.837798485060968545e+01,-1.161824744983475322e+00,3.949679365345723170e+01,4.301594213593296079e-02,5.000000000000000000e+01,5.035399999999999920e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
9.350000000000000000e+02,4.034224376341793317e+01,-2.067654207174064451e-01,3.949574605037308572e+01,1.053263133762248227e+00,5.000000000000000000e+01,5.006300000000000239e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
9.360000000000000000e+02,3.832048590126214549e+01,-1.161824744983475322e+00,3.948985951875742018e+01,-7.548872511796700380e-03,5.000000000000000000e+01,5.035399999999999920e+01,5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
